producto_id;pais_edicion_id;issn;eissn;pagina_inicial;pagina_final;revista;volumen;numero;tomo;doi;editorial;revista_sjr
274560;21;0028-3878;;222;231;NEUROLOGY;90;5;;10.1212/WNL.0000000000004897;LIPPINCOTT WILLIAMS & WILKINS;NO INDEXADO
274561;82;0006-8950;;;;BRAIN;;;;10.1093/brain/awy002;OXFORD UNIV PRESS;NO INDEXADO
274562;45;0010-9452;;1;7;CORTEX;100;;;10.1016/j.cortex.2017.12.022;ELSEVIER MASSON;NO INDEXADO
274563;82;1355-4794;;1;15;NEUROCASE;;;;10.1080/13554794.2017.1421667;ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD;NO INDEXADO
274564;21;0163-7258;;;;PHARMACOLOGY & THERAPEUTICS;;;;10.1016/j.pharmthera.2018.03.001;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
274605;570;0022-1155;;;;JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE;;;;;ASSOC FOOD SCIENT TECHN INDIA;NO INDEXADO
274610;21;0013-936X;;;;ENVIRONMENTAL SCIENCE & TECHNOLOGY;;;;10.1021/acs.est.7b04438;AMER CHEMICAL SOC;NO INDEXADO
274629;21;0019-9567;;;;INFECTION AND IMMUNITY;;;;10.1128/IAI.00773-17;AMER SOC MICROBIOLOGY;NO INDEXADO
274636;57;1015-8235;;242;248;MUNIS ENTOMOLOGY & ZOOLOGY JOURNAL;13;1;;;MUNIS RESEARCH GROUP (MRG);NO INDEXADO
274654;37;1146-609X;;9;16;ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY;86;;;10.1016/j.actao.2017.11.007;GAUTHIER-VILLARS/EDITIONS ELSEVIER;NO INDEXADO
